HJD mag emag
2455309.7589699 13.238 0.01
2455818.52390016 13.17 0.01
2456160.60001347 13.22 0.01
2456484.58745569 13.177 0.01
2456133.71639878 13.208 0.01
2456477.63061378 13.187 0.01
2456089.7007663 13.208 0.01
2456115.61282453 13.217 0.01
2455434.65834223 13.114 0.01
2456109.64102519 13.231 0.01
2456161.56627288 13.198 0.01
2456020.7677059 13.199 0.01
2456094.67810458 13.228 0.01
2456480.70307838 13.175 0.01
2456476.55561724 13.192 0.01
2455328.75649563 13.169 0.01
2456129.67719471 13.204 0.01
2456477.52743466 13.176 0.01
2456511.61833425 13.193 0.01
2456476.61999909 13.16 0.01
2456742.84715366 13.189 0.01
2456102.58549545 13.217 0.01
2456102.73475181 13.211 0.01
2456127.58678205 13.231 0.011
2456005.8355524 13.186 0.01
2456526.60220779 13.218 0.011
2457229.55223349 13.208 0.011
2456510.61628162 13.189 0.01
2457229.74547919 13.226 0.011
2456114.62605421 13.214 0.01
2456464.77626912 13.182 0.01
2455829.59314994 13.119 0.01
2456512.63053775 13.183 0.011
2455844.54941545 13.13 0.01
2456734.80947703 13.183 0.011
2456538.59069138 13.223 0.011
2456789.68879582 13.159 0.01
2456477.57984695 13.16 0.01
2456095.63274054 13.199 0.011
2456106.7700705 13.235 0.011
2456162.64197332 13.196 0.011
2456536.5384378 13.179 0.011
2456537.6098039 13.164 0.011
2456745.89754341 13.145 0.011
2456132.64440217 13.208 0.011
2456790.65793362 13.149 0.01
2456479.56274835 13.151 0.011
2456113.58834037 13.191 0.011
2456125.72347952 13.213 0.011
2455794.69893252 13.131 0.011
2456806.71366909 13.155 0.01
2455858.51018585 13.096 0.01
2456144.6836307 13.191 0.012
2456573.49646966 13.185 0.012
2456804.7066316 13.176 0.013
2457225.505621 13.207 0.012
2457273.56285804 13.195 0.012
2457242.60842835 13.248 0.015
2455834.55712109 13.064 0.012
2456479.79998416 13.083 0.012
2456536.58374851 13.161 0.013
2456510.48315386 13.12 0.012
2456146.70396897 13.155 0.013
2456424.88940529 13.088 0.013
2456479.70592536 13.137 0.012
2457272.58666747 13.077 0.013
2456563.57868992 13.1 0.013
